x,y,angle,image
-6.5,6.5,-0.18311081726248413,49.png
4.908163265306122,6.23469387755102,-0.818405039606429,56.png
4.642857142857142,6.23469387755102,-0.7587378150228502,57.png
4.377551020408163,6.23469387755102,-0.705735178351661,58.png
4.112244897959183,6.23469387755102,-0.658592193366441,59.png
3.846938775510204,6.23469387755102,-0.6165662613863275,60.png
3.581632653061224,6.23469387755102,-0.5789938382571506,61.png
3.316326530612245,6.23469387755102,-0.5452935477825633,62.png
3.0510204081632653,6.23469387755102,-0.5149620382444482,63.png
2.7857142857142856,6.23469387755102,-0.4875664914987166,64.png
2.520408163265306,6.23469387755102,-0.4627360322250456,65.png
2.2551020408163263,6.23469387755102,-0.440153238288812,66.png
1.9897959183673466,6.23469387755102,-0.4195463306976546,67.png
1.724489795918367,6.23469387755102,-0.40068226952182656,68.png
1.4591836734693873,6.23469387755102,-0.3833607937177896,69.png
1.1938775510204076,6.23469387755102,-0.36740934959342186,70.png
0.9285714285714279,6.23469387755102,-0.35267881282530883,71.png
0.6632653061224483,6.23469387755102,-0.33903989775485044,72.png
0.3979591836734686,6.23469387755102,-0.3263801509503538,73.png
0.13265306122448983,6.23469387755102,-0.31460143580282823,74.png
-0.13265306122448983,6.23469387755102,-0.3036178269537087,75.png
-0.3979591836734695,6.23469387755102,-0.29335384544612103,76.png
-0.6632653061224492,6.23469387755102,-0.2837429766215748,77.png
-0.9285714285714288,6.23469387755102,-0.27472642255389595,78.png
-1.1938775510204085,6.23469387755102,-0.2662520491509253,79.png
-1.4591836734693882,6.23469387755102,-0.2582734950487863,80.png
-1.7244897959183678,6.23469387755102,-0.25074941522590893,81.png
-1.9897959183673475,6.23469387755102,-0.24364283704459125,82.png
-2.255102040816327,6.23469387755102,-0.23692061035044654,83.png
-2.520408163265307,6.23469387755102,-0.23055293647160136,84.png
-2.7857142857142865,6.23469387755102,-0.2245129635867033,85.png
-3.051020408163266,6.23469387755102,-0.21877643808034294,86.png
-3.316326530612246,6.23469387755102,-0.21332140326479127,87.png
-3.5816326530612255,6.23469387755102,-0.208127938290528,88.png
-3.846938775510205,6.23469387755102,-0.2031779312540131,89.png
-4.112244897959185,6.23469387755102,-0.19845488148753523,90.png
-4.3775510204081645,6.23469387755102,-0.19394372682164546,91.png
-4.642857142857144,6.23469387755102,-0.18963069227711996,92.png
-4.908163265306124,6.23469387755102,-0.1855031571960626,93.png
-5.1734693877551035,6.23469387755102,-0.18154953828126758,94.png
-5.438775510204083,6.23469387755102,-0.17775918639603489,95.png
-5.704081632653063,6.23469387755102,-0.17412229529682807,96.png
-5.9693877551020424,6.23469387755102,-0.17062982073951868,97.png
-6.23469387755102,6.23469387755102,-0.1672734086254659,98.png
-6.5,6.23469387755102,-0.1640453310436718,99.png
4.908163265306122,5.969387755102041,-0.7552565410098285,106.png
4.642857142857142,5.969387755102041,-0.6960143282476138,107.png
4.377551020408163,5.969387755102041,-0.6441233862487439,108.png
4.112244897959183,5.969387755102041,-0.5985285305792928,109.png
3.846938775510204,5.969387755102041,-0.558308363940658,110.png
3.581632653061224,5.969387755102041,-0.5226751339242159,111.png
3.316326530612245,5.969387755102041,-0.49096321756556804,112.png
3.0510204081632653,5.969387755102041,-0.4626134832060512,113.png
2.7857142857142856,5.969387755102041,-0.43715724192662775,114.png
2.520408163265306,5.969387755102041,-0.4142014844583812,115.png
2.2551020408163263,5.969387755102041,-0.39341602507373497,116.png
1.9897959183673466,5.969387755102041,-0.37452264001138136,117.png
1.724489795918367,5.969387755102041,-0.35728604781943957,118.png
1.4591836734693873,5.969387755102041,-0.3415064909025715,119.png
1.1938775510204076,5.969387755102041,-0.3270136636942375,120.png
0.9285714285714279,5.969387755102041,-0.31366175204816577,121.png
0.6632653061224483,5.969387755102041,-0.3013253796841507,122.png
0.3979591836734686,5.969387755102041,-0.2898962907083913,123.png
0.13265306122448983,5.969387755102041,-0.27928062788801633,124.png
-0.13265306122448983,5.969387755102041,-0.269396692873367,125.png
-0.3979591836734695,5.969387755102041,-0.2601730966762632,126.png
-0.6632653061224492,5.969387755102041,-0.2515472267730739,127.png
-0.9285714285714288,5.969387755102041,-0.2434639717678266,128.png
-1.1938775510204085,5.969387755102041,-0.2358746562140296,129.png
-1.4591836734693882,5.969387755102041,-0.22873614749709173,130.png
-1.7244897959183678,5.969387755102041,-0.22201010408825717,131.png
-1.9897959183673475,5.969387755102041,-0.2156623403815407,132.png
-2.255102040816327,5.969387755102041,-0.20966228802955333,133.png
-2.520408163265307,5.969387755102041,-0.2039825374518581,134.png
-2.7857142857142865,5.969387755102041,-0.19859844619834274,135.png
-3.051020408163266,5.969387755102041,-0.19348780326602905,136.png
-3.316326530612246,5.969387755102041,-0.18863054041353186,137.png
-3.5816326530612255,5.969387755102041,-0.18400848308959242,138.png
-3.846938775510205,5.969387755102041,-0.17960513486671328,139.png
-4.112244897959185,5.969387755102041,-0.1754054903077713,140.png
-4.3775510204081645,5.969387755102041,-0.1713958720398234,141.png
-4.642857142857144,5.969387755102041,-0.1675637885025188,142.png
-4.908163265306124,5.969387755102041,-0.16389780940823526,143.png
-5.1734693877551035,5.969387755102041,-0.16038745642084304,144.png
-5.438775510204083,5.969387755102041,-0.15702310694867713,145.png
-5.704081632653063,5.969387755102041,-0.15379590926991948,146.png
-5.9693877551020424,5.969387755102041,-0.15069770747723787,147.png
-6.23469387755102,5.969387755102041,-0.14772097495292916,148.png
-6.5,5.969387755102041,-0.1448587552738301,149.png
4.908163265306122,5.704081632653061,-0.6836007222114078,156.png
4.642857142857142,5.704081632653061,-0.6259590487358817,157.png
4.377551020408163,5.704081632653061,-0.5762384403978087,158.png
4.112244897959183,5.704081632653061,-0.5331127409534135,159.png
3.846938775510204,5.704081632653061,-0.4954839824279206,160.png
3.581632653061224,5.704081632653061,-0.46245286643904177,161.png
3.316326530612245,5.704081632653061,-0.433285738470503,162.png
3.0510204081632653,5.704081632653061,-0.4073839929633,163.png
2.7857142857142856,5.704081632653061,-0.3842579226637105,164.png
2.520408163265306,5.704081632653061,-0.36350524740249107,165.png
2.2551020408163263,5.704081632653061,-0.3447938500769978,166.png
1.9897959183673466,5.704081632653061,-0.32784803980432414,167.png
1.724489795918367,5.704081632653061,-0.31243766880980295,168.png
1.4591836734693873,5.704081632653061,-0.29836951525456057,169.png
1.1938775510204076,5.704081632653061,-0.2854804482506325,170.png
0.9285714285714279,5.704081632653061,-0.27363198896959817,171.png
0.6632653061224483,5.704081632653061,-0.26270596472388663,172.png
0.3979591836734686,5.704081632653061,-0.25260102004016727,173.png
0.13265306122448983,5.704081632653061,-0.2432298016709454,174.png
-0.13265306122448983,5.704081632653061,-0.23451667562246742,175.png
-0.3979591836734695,5.704081632653061,-0.22639586600840186,176.png
-0.6632653061224492,5.704081632653061,-0.21880992994180806,177.png
-0.9285714285714288,5.704081632653061,-0.21170850143761533,178.png
-1.1938775510204085,5.704081632653061,-0.2050472517392675,179.png
-1.4591836734693882,5.704081632653061,-0.19878702462902056,180.png
-1.7244897959183678,5.704081632653061,-0.1928931139126855,181.png
-1.9897959183673475,5.704081632653061,-0.18733465697970594,182.png
-2.255102040816327,5.704081632653061,-0.18208412357805562,183.png
-2.520408163265307,5.704081632653061,-0.17711688305136197,184.png
-2.7857142857142865,5.704081632653061,-0.1724108365215888,185.png
-3.051020408163266,5.704081632653061,-0.1679461030613218,186.png
-3.316326530612246,5.704081632653061,-0.1637047509353667,187.png
-3.5816326530612255,5.704081632653061,-0.15967056661698129,188.png
-3.846938775510205,5.704081632653061,-0.1558288555880158,189.png
-4.112244897959185,5.704081632653061,-0.15216626998276583,190.png
-4.3775510204081645,5.704081632653061,-0.14867065898532048,191.png
-4.642857142857144,5.704081632653061,-0.1453309385807841,192.png
-4.908163265306124,5.704081632653061,-0.14213697782412846,193.png
-5.1734693877551035,5.704081632653061,-0.13907949925184868,194.png
-5.438775510204083,5.704081632653061,-0.1361499914409603,195.png
-5.704081632653063,5.704081632653061,-0.13334063203293617,196.png
-5.9693877551020424,5.704081632653061,-0.13064421979946877,197.png
-6.23469387755102,5.704081632653061,-0.12805411454244425,198.png
-6.5,5.704081632653061,-0.1255641838002323,199.png
4.908163265306122,5.438775510204081,-0.6024943426130673,206.png
4.642857142857142,5.438775510204081,-0.5480239164242773,207.png
4.377551020408163,5.438775510204081,-0.5017970298717885,208.png
4.112244897959183,5.438775510204081,-0.4622331827870397,209.png
3.846938775510204,5.438775510204081,-0.4280894803893482,210.png
3.581632653061224,5.438775510204081,-0.39838898777317805,211.png
3.316326530612245,5.438775510204081,-0.3723608936330976,212.png
3.0510204081632653,5.438775510204081,-0.3493932810393665,213.png
2.7857142857142856,5.438775510204081,-0.3289968043765393,214.png
2.520408163265306,5.438775510204081,-0.3107770579854494,215.png
2.2551020408163263,5.438775510204081,-0.2944136161388177,216.png
1.9897959183673466,5.438775510204081,-0.27964410562717057,217.png
1.724489795918367,5.438775510204081,-0.26625204915092526,218.png
1.4591836734693873,5.438775510204081,-0.2540575317026735,219.png
1.1938775510204076,5.438775510204081,-0.24290998589574198,220.png
0.9285714285714279,5.438775510204081,-0.2326825752059817,221.png
0.6632653061224483,5.438775510204081,-0.2232677892831542,222.png
0.3979591836734686,5.438775510204081,-0.2145739646684953,223.png
0.13265306122448983,5.438775510204081,-0.2065225169084614,224.png
-0.13265306122448983,5.438775510204081,-0.19904572336856052,225.png
-0.3979591836734695,5.438775510204081,-0.19208493531949644,226.png
-0.6632653061224492,5.438775510204081,-0.1855891269345028,227.png
-0.9285714285714288,5.438775510204081,-0.1795137104749402,228.png
-1.1938775510204085,5.438775510204081,-0.17381956314835276,229.png
-1.4591836734693882,5.438775510204081,-0.16847222333959153,230.png
-1.7244897959183678,5.438775510204081,-0.16344122318320992,231.png
-1.9897959183673475,5.438775510204081,-0.15869953152100436,232.png
-2.255102040816327,5.438775510204081,-0.15422308672493745,233.png
-2.520408163265307,5.438775510204081,-0.1499904030684389,234.png
-2.7857142857142865,5.438775510204081,-0.14598223759780835,235.png
-3.051020408163266,5.438775510204081,-0.1421813070126536,236.png
-3.316326530612246,5.438775510204081,-0.13857204607625018,237.png
-3.5816326530612255,5.438775510204081,-0.13514040066837865,238.png
-3.846938775510205,5.438775510204081,-0.13187364985906527,239.png
-4.112244897959185,5.438775510204081,-0.12876025239357225,240.png
-4.3775510204081645,5.438775510204081,-0.12578971379189788,241.png
-4.642857142857144,5.438775510204081,-0.12295247092220449,242.png
-4.908163265306124,5.438775510204081,-0.12023979143964991,243.png
-5.1734693877551035,5.438775510204081,-0.11764368591543879,244.png
-5.438775510204083,5.438775510204081,-0.11515683083535104,245.png
-5.704081632653063,5.438775510204081,-0.11277250093810515,246.png
-5.9693877551020424,5.438775510204081,-0.1104845096039376,247.png
-6.23469387755102,5.438775510204081,-0.10828715620244599,248.png
-6.5,5.438775510204081,-0.10617517947378313,249.png
4.908163265306122,5.173469387755102,-0.5112307122777893,256.png
4.642857142857142,5.173469387755102,-0.46191450848297694,257.png
4.377551020408163,5.173469387755102,-0.42074866608530626,258.png
4.112244897959183,5.173469387755102,-0.38597744714397497,259.png
3.846938775510204,5.173469387755102,-0.3562857623571168,260.png
3.581632653061224,5.173469387755102,-0.33067888857647876,261.png
3.316326530612245,5.173469387755102,-0.30839575574452266,262.png
3.0510204081632653,5.173469387755102,-0.2888470732376241,263.png
2.7857142857142856,5.173469387755102,-0.271571147922441,264.png
2.520408163265306,5.173469387755102,-0.2562021362578909,265.png
2.2551020408163263,5.173469387755102,-0.24244702296585532,266.png
1.9897959183673466,5.173469387755102,-0.2300687531653446,267.png
1.724489795918367,5.173469387755102,-0.21887373800706086,268.png
1.4591836734693873,5.173469387755102,-0.2087024984677348,269.png
1.1938775510204076,5.173469387755102,-0.19942258410067226,270.png
0.9285714285714279,5.173469387755102,-0.19092315832258516,271.png
0.6632653061224483,5.173469387755102,-0.18311081726248404,272.png
0.3979591836734686,5.173469387755102,-0.17590633096277813,273.png
0.13265306122448983,5.173469387755102,-0.16924208099023347,274.png
-0.13265306122448983,5.173469387755102,-0.1630600287925249,275.png
-0.3979591836734695,5.173469387755102,-0.1573100921610595,276.png
-0.6632653061224492,5.173469387755102,-0.15194883816659857,277.png
-0.9285714285714288,5.173469387755102,-0.14693842348950703,278.png
-1.1938775510204085,5.173469387755102,-0.1422457296249014,279.png
-1.4591836734693882,5.173469387755102,-0.13784165270663443,280.png
-1.7244897959183678,5.173469387755102,-0.1337005168542513,281.png
-1.9897959183673475,5.173469387755102,-0.12979958684504836,282.png
-2.255102040816327,5.173469387755102,-0.1261186611484542,283.png
-2.520408163265307,5.173469387755102,-0.12263973036273154,284.png
-2.7857142857142865,5.173469387755102,-0.11934668917641852,285.png
-3.051020408163266,5.173469387755102,-0.11622509236681748,286.png
-3.316326530612246,5.173469387755102,-0.11326194721287905,287.png
-3.5816326530612255,5.173469387755102,-0.11044553616435641,288.png
-3.846938775510205,5.173469387755102,-0.1077652647659793,289.png
-4.112244897959185,5.173469387755102,-0.10521153075445731,290.png
-4.3775510204081645,5.173469387755102,-0.10277561098023125,291.png
-4.642857142857144,5.173469387755102,-0.10044956339532983,292.png
-4.908163265306124,5.173469387755102,-0.09822614182433224,293.png
-5.1734693877551035,5.173469387755102,-0.0960987216210898,294.png
-5.438775510204083,5.173469387755102,-0.0940612346279863,295.png
-5.704081632653063,5.173469387755102,-0.09210811211150748,296.png
-5.9693877551020424,5.173469387755102,-0.0902342345590283,297.png
-6.23469387755102,5.173469387755102,-0.088434887395897,298.png
-6.5,5.173469387755102,-0.08670572182613201,299.png
6.5,4.908163265306122,-1.0675218955401635,300.png
6.23469387755102,4.908163265306122,-0.8705575560171548,301.png
5.969387755102041,4.908163265306122,-0.7223240455005357,302.png
5.704081632653061,4.908163265306122,-0.6112542263580302,303.png
5.438775510204081,4.908163265306122,-0.526854440898266,304.png
5.173469387755102,4.908163265306122,-0.4614104762675952,305.png
4.908163265306122,4.908163265306122,-0.409592104196527,306.png
4.642857142857142,4.908163265306122,-0.3677538801568783,307.png
4.377551020408163,4.908163265306122,-0.33337793735302584,308.png
4.112244897959183,4.908163265306122,-0.30469463917211315,309.png
3.846938775510204,4.908163265306122,-0.2804354951422339,310.png
3.581632653061224,4.908163265306122,-0.2596731966979087,311.png
3.316326530612245,4.908163265306122,-0.24171709608818942,312.png
3.0510204081632653,4.908163265306122,-0.22604384630983837,313.png
2.7857142857142856,4.908163265306122,-0.21225054877495697,314.png
2.520408163265306,4.908163265306122,-0.20002252403469326,315.png
2.2551020408163263,4.908163265306122,-0.18911074526403918,316.png
1.9897959183673466,4.908163265306122,-0.17931576906818247,317.png
1.724489795918367,4.908163265306122,-0.17047611056127254,318.png
1.4591836734693873,4.908163265306122,-0.16245970869388243,319.png
1.1938775510204076,4.908163265306122,-0.15515757396029606,320.png
0.9285714285714279,4.908163265306122,-0.1484789999873605,321.png
0.6632653061224483,4.908163265306122,-0.14234791120120746,322.png
0.3979591836734686,4.908163265306122,-0.13670004639098585,323.png
0.13265306122448983,4.908163265306122,-0.1314807646731942,324.png
-0.13265306122448983,4.908163265306122,-0.12664332007198217,325.png
-0.3979591836734695,4.908163265306122,-0.12214749261377121,326.png
-0.6632653061224492,4.908163265306122,-0.11795849330015115,327.png
-0.9285714285714288,4.908163265306122,-0.1140460814005181,328.png
-1.1938775510204085,4.908163265306122,-0.1103838477526028,329.png
-1.4591836734693882,4.908163265306122,-0.10694862890470082,330.png
-1.7244897959183678,4.908163265306122,-0.103720025162484,331.png
-1.9897959183673475,4.908163265306122,-0.10068000173619152,332.png
-2.255102040816327,4.908163265306122,-0.0978125567953642,333.png
-2.520408163265307,4.908163265306122,-0.0951034437347433,334.png
-2.7857142857142865,4.908163265306122,-0.09253993762714699,335.png
-3.051020408163266,4.908163265306122,-0.09011063789676754,336.png
-3.316326530612246,4.908163265306122,-0.08780530084205837,337.png
-3.5816326530612255,4.908163265306122,-0.08561469688328203,338.png
-3.846938775510205,4.908163265306122,-0.08353048838882776,339.png
-4.112244897959185,4.908163265306122,-0.0815451247084541,340.png
-4.3775510204081645,4.908163265306122,-0.07965175165716101,341.png
-4.642857142857144,4.908163265306122,-0.07784413318562383,342.png
-4.908163265306124,4.908163265306122,-0.0761165833688231,343.png
-5.1734693877551035,4.908163265306122,-0.07446390716422024,344.png
-5.438775510204083,4.908163265306122,-0.07288134865040265,345.png
-5.704081632653063,4.908163265306122,-0.07136454566884037,346.png
-5.9693877551020424,4.908163265306122,-0.06990948996485274,347.png
-6.23469387755102,4.908163265306122,-0.06851249206659142,348.png
-6.5,4.908163265306122,-0.06717015025873985,349.png
6.5,4.642857142857142,-0.9097531579442094,350.png
6.23469387755102,4.642857142857142,-0.6986598247214627,351.png
5.969387755102041,4.642857142857142,-0.557708843628792,352.png
5.704081632653061,4.642857142857142,-0.46049304533232893,353.png
5.438775510204081,4.642857142857142,-0.39060704369768645,354.png
5.173469387755102,4.642857142857142,-0.33841567811058265,355.png
4.908163265306122,4.642857142857142,-0.2981561136359475,356.png
4.642857142857142,4.642857142857142,-0.2662520491509251,357.png
4.377551020408163,4.642857142857142,-0.2403957437916654,358.png
4.112244897959183,4.642857142857142,-0.21904305734171087,359.png
3.846938775510204,4.642857142857142,-0.2011268858165393,360.png
3.581632653061224,4.642857142857142,-0.18588858789580465,361.png
3.316326530612245,4.642857142857142,-0.17277526799233575,362.png
3.0510204081632653,4.642857142857142,-0.16137511042069133,363.png
2.7857142857142856,4.642857142857142,-0.1513754437340261,364.png
2.520408163265306,4.642857142857142,-0.1425348096197396,365.png
2.2551020408163263,4.642857142857142,-0.1346639076930046,366.png
1.9897959183673466,4.642857142857142,-0.12761231201676718,367.png
1.724489795918367,4.642857142857142,-0.12125902920621182,368.png
1.4591836734693873,4.642857142857142,-0.1155056680305036,369.png
1.1938775510204076,4.642857142857142,-0.11027141872390114,370.png
0.9285714285714279,4.642857142857142,-0.10548930852509056,371.png
0.6632653061224483,4.642857142857142,-0.10110337173629842,372.png
0.3979591836734686,4.642857142857142,-0.09706648478422572,373.png
0.13265306122448983,4.642857142857142,-0.0933386914011242,374.png
-0.13265306122448983,4.642857142857142,-0.08988589354725335,375.png
-0.3979591836734695,4.642857142857142,-0.08667881840940453,376.png
-0.6632653061224492,4.642857142857142,-0.08369219602001848,377.png
-0.9285714285714288,4.642857142857142,-0.08090409915523053,378.png
-1.1938775510204085,4.642857142857142,-0.07829540942067854,379.png
-1.4591836734693882,4.642857142857142,-0.07584938230637786,380.png
-1.7244897959183678,4.642857142857142,-0.07355129048853973,381.png
-1.9897959183673475,4.642857142857142,-0.07138812946205328,382.png
-2.255102040816327,4.642857142857142,-0.0693483731767701,383.png
-2.520408163265307,4.642857142857142,-0.06742177005590805,384.png
-2.7857142857142865,4.642857142857142,-0.06559917183103868,385.png
-3.051020408163266,4.642857142857142,-0.06387238920351307,386.png
-3.316326530612246,4.642857142857142,-0.062234069558376716,387.png
-3.5816326530612255,4.642857142857142,-0.06067759290245764,388.png
-3.846938775510205,4.642857142857142,-0.059196982938564104,389.png
-4.112244897959185,4.642857142857142,-0.05778683077093758,390.png
-4.3775510204081645,4.642857142857142,-0.056442229199396746,391.png
-4.642857142857144,4.642857142857142,-0.05515871592817876,392.png
-4.908163265306124,4.642857142857142,-0.053932224310959564,393.png
-5.1734693877551035,4.642857142857142,-0.052759040491659165,394.png
-5.438775510204083,4.642857142857142,-0.051635765993507395,395.png
-5.704081632653063,4.642857142857142,-0.05055928496581006,396.png
-5.9693877551020424,4.642857142857142,-0.04952673542618524,397.png
-6.23469387755102,4.642857142857142,-0.0485354839414186,398.png
-6.5,4.642857142857142,-0.04758310327698336,399.png
6.5,4.377551020408163,-0.6467584262632895,400.png
6.23469387755102,4.377551020408163,-0.45830006639165477,401.png
5.969387755102041,4.377551020408163,-0.35115384260064675,402.png
5.704081632653061,4.377551020408163,-0.2834917203454546,403.png
5.438775510204081,4.377551020408163,-0.23727465529936362,404.png
5.173469387755102,4.377551020408163,-0.20383323915496768,405.png
4.908163265306122,4.377551020408163,-0.17856539402142457,406.png
4.642857142857142,4.377551020408163,-0.15882409554626917,407.png
4.377551020408163,4.377551020408163,-0.14298637879202594,408.png
4.112244897959183,4.377551020408163,-0.13000465195034558,409.png
3.846938775510204,4.377551020408163,-0.11917369376252267,410.png
3.581632653061224,4.377551020408163,-0.11000191327294057,411.png
3.316326530612245,4.377551020408163,-0.10213642922004222,412.png
3.0510204081632653,4.377551020408163,-0.09531751537411622,413.png
2.7857142857142856,4.377551020408163,-0.08934984428206054,414.png
2.520408163265306,4.377551020408163,-0.08408373867816177,415.png
2.2551020408163263,4.377551020408163,-0.0794025987821092,416.png
1.9897959183673466,4.377551020408163,-0.07521426013074113,417.png
1.724489795918367,4.377551020408163,-0.07144492182909802,418.png
1.4591836734693873,4.377551020408163,-0.06803479679903918,419.png
1.1938775510204076,4.377551020408163,-0.06493494077628449,420.png
0.9285714285714279,4.377551020408163,-0.062104903968808245,421.png
0.6632653061224483,4.377551020408163,-0.0595109669935546,422.png
0.3979591836734686,4.377551020408163,-0.05712479842806803,423.png
0.13265306122448983,4.377551020408163,-0.05492242103654635,424.png
-0.13265306122448983,4.377551020408163,-0.052883406999117304,425.png
-0.3979591836734695,4.377551020408163,-0.050990245118409196,426.png
-0.6632653061224492,4.377551020408163,-0.04922783863599928,427.png
-0.9285714285714288,4.377551020408163,-0.04758310327698332,428.png
-1.1938775510204085,4.377551020408163,-0.046044642952296426,429.png
-1.4591836734693882,4.377551020408163,-0.04460248617224769,430.png
-1.7244897959183678,4.377551020408163,-0.04324787032072369,431.png
-1.9897959183673475,4.377551020408163,-0.041973063955070715,432.png
-2.255102040816327,4.377551020408163,-0.040771219539253084,433.png
-2.520408163265307,4.377551020408163,-0.03963625070143827,434.png
-2.7857142857142865,4.377551020408163,-0.038562729382269435,435.png
-3.051020408163266,4.377551020408163,-0.03754579921391192,436.png
-3.316326530612246,4.377551020408163,-0.036581102219541,437.png
-3.5816326530612255,4.377551020408163,-0.03566471650419215,438.png
-3.846938775510205,4.377551020408163,-0.034793103061783605,439.png
-4.112244897959185,4.377551020408163,-0.033963060179903484,440.png
-4.3775510204081645,4.377551020408163,-0.033171684206170116,441.png
-4.642857142857144,4.377551020408163,-0.03241633566454022,442.png
-4.908163265306124,4.377551020408163,-0.03169460988964627,443.png
-5.1734693877551035,4.377551020408163,-0.031004311491828734,444.png
-5.438775510204083,4.377551020408163,-0.03034343208245365,445.png
-5.704081632653063,4.377551020408163,-0.02971013078412654,446.png
-5.9693877551020424,4.377551020408163,-0.029102717127994945,447.png
-6.23469387755102,4.377551020408163,-0.02851963600395831,448.png
-6.5,4.377551020408163,-0.02795945438200892,449.png
6.5,4.112244897959183,-0.2208287697293471,450.png
6.23469387755102,4.112244897959183,-0.14562838057082178,451.png
5.969387755102041,4.112244897959183,-0.10848331155497075,452.png
5.704081632653061,4.112244897959183,-0.08639854935844657,453.png
5.438775510204081,4.112244897959183,-0.0717719329358193,454.png
5.173469387755102,4.112244897959183,-0.061375332113816516,455.png
4.908163265306122,4.112244897959183,-0.05360712679315353,456.png
4.642857142857142,4.112244897959183,-0.04758310327698311,457.png
4.377551020408163,4.112244897959183,-0.04277544801029208,458.png
4.112244897959183,4.112244897959183,-0.038849700868556554,459.png
3.846938775510204,4.112244897959183,-0.0355836792272219,460.png
3.581632653061224,4.112244897959183,-0.032824027426962776,461.png
3.316326530612245,4.112244897959183,-0.03046148886721879,462.png
3.0510204081632653,4.112244897959183,-0.02841612169347444,463.png
2.7857142857142856,4.112244897959183,-0.02662808718804255,464.png
2.520408163265306,4.112244897959183,-0.025051705576060776,465.png
2.2551020408163263,4.112244897959183,-0.023651502825137838,466.png
1.9897959183673466,4.112244897959183,-0.022399511674151506,467.png
1.724489795918367,4.112244897959183,-0.021273386024061078,468.png
1.4591836734693873,4.112244897959183,-0.020255056437161974,469.png
1.1938775510204076,4.112244897959183,-0.0193297538748592,470.png
0.9285714285714279,4.112244897959183,-0.018485289159273135,471.png
0.6632653061224483,4.112244897959183,-0.017711513286688737,472.png
0.3979591836734686,4.112244897959183,-0.016999907765711614,473.png
0.13265306122448983,4.112244897959183,-0.016343269846715025,474.png
-0.13265306122448983,4.112244897959183,-0.015735467954492217,475.png
-0.3979591836734695,4.112244897959183,-0.015171249713173735,476.png
-0.6632653061224492,4.112244897959183,-0.014646089826381065,477.png
-0.9285714285714288,4.112244897959183,-0.014156068482851282,478.png
-1.1938775510204085,4.112244897959183,-0.013697773372865709,479.png
-1.4591836734693882,4.112244897959183,-0.013268220134680715,480.png
-1.7244897959183678,4.112244897959183,-0.012864787309799161,481.png
-1.9897959183673475,4.112244897959183,-0.012485162811194139,482.png
-2.255102040816327,4.112244897959183,-0.012127299595291206,483.png
-2.520408163265307,4.112244897959183,-0.011789378743076246,484.png
-2.7857142857142865,4.112244897959183,-0.011469778544765162,485.png
-3.051020408163266,4.112244897959183,-0.01116704847915622,486.png
-3.316326530612246,4.112244897959183,-0.010879887206832283,487.png
-3.5816326530612255,4.112244897959183,-0.010607123872989779,488.png
-3.846938775510205,4.112244897959183,-0.01034770215341913,489.png
-4.112244897959185,4.112244897959183,-0.010100666585321846,490.png
-4.3775510204081645,4.112244897959183,-0.009865150810119122,491.png
-4.642857142857144,4.112244897959183,-0.00964036742335412,492.png
-4.908163265306124,4.112244897959183,-0.009425599181117534,493.png
